aX,aY,aZ,gX,gY,gZ
0.333,-1.31,-0.292,2.87,-0.56,-61.18
0.348,-1.282,-0.242,-2.66,-6.3,-66.36
0.344,-1.235,-0.183,-5.81,-13.02,-67.34
0.287,-1.197,-0.176,-10.64,-17.15,-63.63
0.24,-1.153,-0.185,-15.54,-19.39,-51.73
0.231,-1.13,-0.16,-15.12,-24.15,-45.64
0.205,-1.157,-0.121,-10.99,-29.4,-43.12
0.156,-1.197,-0.126,-9.87,-31.78,-44.94
0.113,-1.225,-0.172,-7.21,-31.01,-48.51
0.048,-1.27,-0.212,-4.83,-28.7,-53.13
0.045,-1.322,-0.227,-5.6,-25.2,-60.9
0.074,-1.365,-0.226,-12.32,-22.33,-71.26
0.113,-1.348,-0.181,-22.54,-23.73,-86.24
0.156,-1.307,-0.115,-33.53,-28.91,-93.59
0.181,-1.248,-0.054,-39.41,-35.42,-97.23
0.161,-1.191,0.011,-44.1,-43.47,-97.51
0.143,-1.14,0.059,-44.03,-53.55,-93.31
0.122,-1.108,0.085,-45.01,-65.59,-87.57
0.073,-1.097,0.076,-45.43,-73.22,-82.6
0.052,-1.099,0.019,-39.41,-78.61,-77.56
0.024,-1.066,-0.074,-35.35,-81.2,-76.65
-0.001,-1.037,-0.183,-29.68,-81.41,-79.24
-0.014,-0.998,-0.256,-27.02,-81.2,-84.98
-0.024,-0.961,-0.303,-23.66,-82.81,-90.02
-0.01,-0.95,-0.338,-24.5,-86.31,-96.11
0.002,-0.939,-0.376,-28.56,-91.14,-98.35
0.041,-0.9,-0.377,-38.01,-95.55,-99.33
0.039,-0.885,-0.367,-49.28,-99.19,-99.4
0.032,-0.822,-0.35,-59.5,-101.29,-95.9
0.076,-0.759,-0.352,-68.18,-102.34,-92.05
0.081,-0.685,-0.359,-70.91,-98.84,-86.52
0.064,-0.63,-0.366,-71.68,-92.68,-78.05
0.096,-0.586,-0.411,-71.26,-80.92,-71.33
0.152,-0.551,-0.512,-65.52,-68.81,-65.59
0.184,-0.555,-0.526,-60.48,-62.86,-66.01
0.219,-0.576,-0.522,-60.9,-62.65,-66.43
0.22,-0.644,-0.511,-58.94,-66.78,-68.18
0.232,-0.688,-0.555,-56.21,-71.68,-71.47
0.16,-0.675,-0.6,-58.73,-71.4,-74.62
0.12,-0.686,-0.622,-60.62,-67.97,-77.21
0.105,-0.698,-0.668,-59.15,-62.37,-78.82
0.12,-0.626,-0.702,-62.86,-53.97,-75.11
0.222,-0.583,-0.704,-63.49,-48.37,-69.72
0.305,-0.546,-0.64,-66.99,-45.57,-65.1
0.37,-0.537,-0.562,-70.63,-49.77,-53.06
0.436,-0.565,-0.537,-64.05,-57.54,-45.22
0.41,-0.58,-0.567,-60.48,-63.07,-42.07
0.412,-0.616,-0.61,-57.96,-67.76,-48.37
0.402,-0.62,-0.686,-51.24,-69.93,-57.54
0.31,-0.658,-0.77,-43.12,-69.37,-73.43
0.277,-0.676,-0.882,-39.41,-64.19,-94.15
0.249,-0.646,-0.935,-32.06,-55.09,-116.2
0.145,-0.6,-0.991,-31.99,-46.13,-141.33
0.113,-0.456,-1.034,-30.73,-36.54,-150.57
0.067,-0.349,-1.049,-30.52,-26.74,-151.34
0.061,-0.222,-1.072,-32.2,-17.22,-142.73
0.054,-0.101,-1.049,-35.7,-10.71,-127.75
0.119,-0.05,-0.955,-39.48,-14.0,-111.3
0.193,-0.014,-0.969,-28.7,-22.54,-92.96
0.167,0.05,-0.974,-21.07,-30.73,-79.1
0.153,0.028,-0.989,-20.86,-38.5,-69.16
0.162,-0.053,-1.059,-13.51,-43.26,-63.28
0.091,-0.122,-1.164,-2.8,-43.82,-60.13
0.064,-0.193,-1.276,5.67,-40.32,-63.84
-0.013,-0.224,-1.398,13.09,-31.22,-68.88
-0.049,-0.196,-1.47,6.37,-12.25,-67.34
-0.073,-0.184,-1.481,-1.82,7.28,-61.18
-0.037,-0.165,-1.387,-10.01,13.65,-52.64
0.017,-0.154,-1.3,-14.77,15.54,-41.37
0.1,-0.145,-1.236,-18.97,15.33,-29.75
0.166,-0.15,-1.173,-22.96,13.51,-20.3
0.234,-0.162,-1.109,-28.91,10.71,-14.14
0.286,-0.194,-1.062,-29.33,7.14,-11.76
0.314,-0.212,-1.025,-31.57,3.5,-12.95
0.311,-0.229,-1.043,-27.3,3.15,-11.76
-0.985,-1.179,0.656,36.05,114.8,111.72
-1.139,-1.434,0.867,32.9,124.39,86.87
-1.268,-1.554,1.03,36.82,145.46,68.88
-1.406,-1.649,1.139,42.84,176.47,68.39
-1.57,-1.673,1.14,71.54,209.51,119.35
-1.581,-1.729,1.063,104.79,227.71,199.78
-1.39,-1.951,0.979,145.6,215.18,285.95
-1.093,-2.351,0.877,181.09,166.18,360.29
-0.725,-2.909,0.692,199.36,94.99,408.17
-0.241,-3.453,0.449,157.71,51.52,423.29
0.24,-3.61,0.031,104.72,39.2,383.32
0.647,-3.379,-0.192,35.14,64.33,314.09
1.023,-3.05,-0.157,-12.74,120.33,232.05
1.41,-2.846,0.16,-34.16,123.83,145.81
1.664,-2.657,0.379,-44.17,116.27,59.29
1.76,-2.439,0.5,-34.93,93.38,-20.44
1.638,-2.119,0.565,-35.28,56.49,-83.79
1.306,-1.751,0.501,-47.11,15.26,-120.05
0.905,-1.409,0.372,-55.65,-23.8,-125.72
0.477,-1.149,0.147,-62.09,-51.94,-109.2
0.044,-0.971,-0.127,-63.42,-73.01,-77.49
-0.284,-0.843,-0.325,-68.88,-85.33,-61.46
-0.542,-0.777,-0.497,-72.31,-88.41,-57.12
-0.702,-0.681,-0.627,-74.69,-80.43,-55.44
-0.874,-0.588,-0.687,-75.04,-59.36,-57.75
-0.748,-0.505,-0.655,-70.91,-38.15,-57.47
-0.629,-0.44,-0.579,-60.69,-19.53,-52.64
-0.509,-0.396,-0.49,-34.37,-6.58,-40.6
-0.387,-0.386,-0.395,-18.41,1.33,-31.85
-0.262,-0.427,-0.322,-3.99,4.48,-21.98
-0.089,-0.487,-0.248,6.37,2.03,-12.04
0.001,-0.575,-0.223,14.77,-3.64,-4.83
0.069,-0.7,-0.244,20.51,-10.5,2.1
0.148,-0.815,-0.243,29.47,-16.66,7.63
0.158,-0.934,-0.243,29.68,-20.58,6.44
0.139,-1.048,-0.264,27.23,-22.75,0.28
0.136,-1.175,-0.335,26.6,-20.72,-3.57
0.151,-1.265,-0.382,22.89,-15.89,-15.33
0.158,-1.329,-0.408,19.74,-9.94,-32.34
0.176,-1.341,-0.394,19.04,-3.85,-46.76
0.182,-1.367,-0.344,19.25,0.84,-62.37
0.187,-1.36,-0.303,21.98,5.46,-75.67
0.174,-1.334,-0.249,23.8,6.86,-86.31
0.168,-1.335,-0.219,23.8,8.12,-93.8
0.109,-1.317,-0.209,21.07,10.71,-96.04
0.102,-1.308,-0.148,14.07,9.52,-100.59
0.142,-1.273,-0.064,13.02,1.68,-101.78
0.137,-1.263,0.015,11.62,-7.91,-103.18
0.119,-1.237,0.057,10.15,-17.5,-103.46
0.109,-1.211,0.054,8.33,-24.5,-100.94
0.037,-1.197,0.025,2.52,-30.38,-96.6
0.02,-1.181,0.017,-2.17,-41.79,-90.02
0.019,-1.19,0.017,-6.58,-51.66,-85.75
-0.02,-1.218,0.005,-11.48,-59.43,-82.95
-0.022,-1.243,0.012,-17.43,-65.8,-82.46
-0.013,-1.27,0.029,-22.05,-71.33,-85.33
-0.03,-1.298,0.039,-32.06,-74.9,-88.9
-0.042,-1.282,0.01,-40.53,-75.53,-90.09
-0.081,-1.252,-0.026,-49.63,-72.87,-90.44
-0.08,-1.203,-0.018,-57.89,-73.01,-91.21
-0.055,-1.158,0.019,-67.13,-74.97,-92.89
-0.043,-1.139,0.049,-74.48,-78.05,-95.06
0.033,-1.164,0.066,-85.68,-83.72,-102.06
0.117,-1.128,0.064,-90.58,-90.44,-110.39
0.118,-1.112,0.057,-94.22,-95.13,-123.76
0.061,-1.078,-0.005,-96.74,-94.57,-133.63
0.02,-0.983,-0.141,-100.87,-87.92,-137.34
0.0,-0.873,-0.203,-99.89,-85.33,-136.64
0.032,-0.754,-0.273,-101.71,-84.35,-133.84
0.027,-0.625,-0.315,-99.75,-87.43,-130.55
-0.017,-0.546,-0.363,-97.86,-90.58,-123.69
-0.032,-0.522,-0.409,-97.79,-90.37,-116.55
-0.02,-0.53,-0.5,-91.84,-88.2,-111.51
-0.023,-0.552,-0.557,-88.41,-86.66,-111.23
0.009,-0.58,-0.636,-82.81,-84.42,-114.03
0.062,-0.549,-0.704,-76.93,-80.78,-120.68
0.104,-0.501,-0.747,-75.88,-77.14,-124.53
0.102,-0.473,-0.773,-74.2,-75.18,-125.72
0.108,-0.417,-0.796,-70.77,-73.08,-123.13
0.105,-0.364,-0.842,-64.75,-70.49,-120.4
0.085,-0.325,-0.894,-59.78,-66.99,-118.3
0.059,-0.31,-0.914,-57.61,-62.44,-114.52
0.044,-0.351,-0.965,-44.59,-57.75,-114.17
0.008,-0.376,-1.041,-36.89,-50.68,-115.57
-0.024,-0.384,-1.103,-33.18,-41.23,-116.41
-0.013,-0.355,-1.184,-33.04,-27.65,-116.13
0.054,-0.303,-1.19,-33.04,-20.65,-113.4
0.091,-0.238,-1.14,-41.02,-17.64,-105.42
0.145,-0.203,-1.044,-47.67,-18.06,-94.01
0.186,-0.161,-0.99,-51.31,-19.74,-83.02
0.217,-0.154,-0.965,-44.31,-20.86,-76.37
0.255,-0.153,-0.929,-46.06,-22.82,-73.08
0.296,-0.193,-0.979,-39.13,-25.55,-73.92
0.268,-0.203,-1.063,-32.62,-27.65,-76.23
0.261,-0.223,-1.11,-25.83,-27.58,-81.9
0.202,-0.243,-1.151,-19.46,-26.32,-87.01
0.18,-0.253,-1.173,-15.47,-23.8,-87.78
0.154,-0.248,-1.209,-13.79,-19.53,-85.75
0.124,-0.22,-1.238,-14.56,-11.97,-79.94
0.135,-0.183,-1.221,-18.41,-1.75,-70.14
0.187,-0.168,-1.168,-21.77,1.54,-60.06
0.257,-0.144,-1.115,-25.76,1.54,-50.26
0.314,-0.136,-1.045,-30.38,-1.61,-42.84
0.36,-0.137,-1.001,-35.56,-5.95,-37.8
0.388,-0.126,-0.969,-35.91,-10.22,-36.61
0.392,-0.14,-0.944,-33.74,-14.56,-37.87
0.391,-0.145,-0.946,-31.36,-18.97,-41.72
0.358,-0.161,-0.983,-27.58,-20.51,-46.27
0.308,-0.166,-1.015,-24.5,-19.53,-48.09
0.278,-0.181,-1.025,-21.77,-18.06,-46.34
0.27,-0.191,-1.041,-20.02,-16.17,-39.62
0.258,-0.182,-1.051,-20.51,-13.58,-31.57
0.256,-0.192,-1.039,-22.19,-11.83,-22.75
0.306,-0.228,-0.996,-23.31,-12.6,-16.1
0.353,-0.247,-0.965,-25.06,-14.77,-13.16
0.391,-0.256,-0.94,-27.79,-15.4,-13.44
0.4,-0.258,-0.932,-32.34,-13.44,-16.94
0.401,-0.222,-0.92,-36.33,-10.15,-20.3
0.404,-0.21,-0.897,-34.86,-8.47,-23.94
-0.923,-1.1,0.596,-161.56,86.03,-150.5
-1.067,-0.956,0.953,-186.76,54.25,-92.75
-1.292,-0.715,1.138,-194.6,20.37,6.09
-1.243,-0.505,1.245,-159.6,-41.65,137.2
-1.225,-0.559,1.225,-54.25,-101.78,266.84
-1.4,-0.627,0.876,50.05,-130.2,387.66
-1.328,-1.239,0.574,195.79,-140.98,476.91
-1.207,-2.451,0.344,339.92,-121.31,466.97
-1.114,-3.412,-0.097,372.96,-55.37,417.62
-0.826,-4.091,-0.656,306.53,70.21,339.36
-0.139,-4.51,-1.098,218.96,203.84,231.07
0.791,-4.547,-1.399,150.36,331.94,137.48
1.825,-4.037,-1.069,115.64,356.37,57.89
2.495,-3.52,-0.506,78.12,325.15,-28.28
2.701,-2.709,0.269,56.7,254.94,-89.25
2.524,-2.181,0.78,10.57,164.29,-141.4
1.973,-1.525,1.048,-35.98,54.46,-164.08
1.261,-0.883,0.75,-48.93,-41.44,-151.9
0.635,-0.191,0.272,-37.03,-104.44,-82.04
0.06,-0.051,-0.2,-27.93,-141.4,-22.75
-0.385,-0.141,-0.537,-20.02,-156.73,19.25
-0.764,-0.341,-0.793,-20.09,-133.63,41.86
-1.007,-0.486,-1.048,-22.89,-84.0,48.58
-0.937,-0.579,-1.097,-25.48,-20.44,38.99
-0.761,-0.649,-0.961,-21.49,37.1,13.65
-0.502,-0.666,-0.792,10.01,73.22,-14.42
-0.24,-0.657,-0.589,18.34,98.63,-23.66
-0.034,-0.681,-0.373,22.75,106.54,-22.19
0.142,-0.671,-0.191,19.81,89.53,-8.96
0.279,-0.654,-0.095,15.26,55.23,12.11
0.383,-0.662,-0.07,8.47,15.33,33.74
0.442,-0.703,-0.126,6.23,-20.72,49.21
0.439,-0.759,-0.264,7.0,-44.31,54.88
0.397,-0.84,-0.375,11.2,-56.14,48.93
0.348,-0.915,-0.485,18.69,-53.27,35.63
0.317,-0.972,-0.574,25.76,-41.93,21.35
0.286,-1.026,-0.641,25.13,-24.22,7.0
0.295,-1.048,-0.665,22.96,-9.24,-1.4
0.32,-1.06,-0.647,26.39,1.4,-9.52
0.313,-1.054,-0.619,29.05,7.14,-12.74
0.333,-1.024,-0.568,29.89,9.45,-13.02
0.331,-0.998,-0.522,26.25,10.36,-14.14
0.328,-0.969,-0.495,22.33,8.4,-12.46
0.329,-0.949,-0.47,17.85,5.18,-14.0
0.319,-0.916,-0.453,17.15,-0.35,-12.95
0.325,-0.905,-0.446,15.89,-4.83,-10.57
0.295,-0.92,-0.467,13.23,-6.51,-9.94
0.268,-0.896,-0.483,9.73,-9.03,-6.16
0.256,-0.862,-0.515,11.2,-11.41,-1.05
0.261,-0.87,-0.527,15.96,-13.86,2.17
0.267,-0.909,-0.498,17.01,-11.76,4.2
0.277,-0.971,-0.489,20.02,-13.86,1.82
0.307,-1.125,-0.454,18.48,-16.24,-3.57
0.35,-1.211,-0.47,14.42,-19.46,-11.83
0.323,-1.242,-0.527,4.69,-19.39,-18.9
0.313,-1.264,-0.57,-6.44,-0.14,-26.95
0.314,-1.246,-0.537,-10.64,-17.08,-33.6
0.305,-1.22,-0.459,-13.23,-16.45,-42.84
0.314,-1.206,-0.403,-12.32,-14.28,-52.64
0.335,-1.199,-0.335,-10.71,-10.71,-66.71
0.349,-1.179,-0.265,-7.07,-9.03,-75.6
0.332,-1.149,-0.236,-7.56,-8.75,-79.73
0.308,-1.11,-0.223,-7.7,-13.65,-80.99
0.308,-1.061,-0.205,-8.12,-25.97,-79.03
0.268,-1.047,-0.156,-9.24,-36.19,-73.36
0.222,-1.051,-0.144,-14.56,-44.73,-66.5
0.197,-1.045,-0.144,-21.42,-50.61,-59.57
0.183,-1.078,-0.122,-25.83,-56.98,-54.11
0.178,-1.138,-0.148,-29.19,-60.9,-53.13
0.151,-1.157,-0.198,-31.64,-62.86,-56.42
0.142,-1.168,-0.227,-33.32,-64.26,-62.23
0.106,-1.188,-0.25,-34.79,-61.74,-70.49
0.08,-1.182,-0.243,-34.86,-59.43,-76.44
0.066,-1.163,-0.223,-37.17,-58.17,-82.32
0.079,-1.144,-0.186,-37.8,-59.5,-87.78
0.08,-1.121,-0.137,-41.58,-62.37,-91.7
0.104,-1.068,-0.118,-42.84,-66.57,-92.68
0.199,-0.964,-0.172,-45.22,-73.5,-91.56
0.224,-0.851,-0.243,-47.32,-79.59,-91.7
0.21,-0.769,-0.281,-50.12,-86.03,-93.94
0.239,-0.716,-0.321,-55.51,-92.96,-94.08
0.266,-0.646,-0.373,-61.18,-100.38,-92.05
0.256,-0.618,-0.384,-63.14,-109.34,-89.18
0.229,-0.602,-0.398,-63.56,-118.51,-86.66
0.2,-0.575,-0.485,-61.53,-125.93,-87.78
0.115,-0.563,-0.571,-53.55,-123.27,-88.06
0.002,-0.538,-0.73,-46.69,-109.06,-80.78
-0.034,-0.48,-0.854,-51.24,-85.26,-69.93
-0.014,-0.442,-0.959,-62.93,-65.66,-61.74
0.05,-0.414,-0.981,-61.81,-51.87,-53.48
0.133,-0.377,-0.935,-63.91,-44.94,-45.92
0.182,-0.411,-0.848,-60.13,-46.27,-41.23
0.226,-0.399,-0.819,-57.05,-49.0,-37.45
0.231,-0.436,-0.789,-54.88,-51.94,-33.74
0.26,-0.515,-0.825,-50.12,-53.34,-35.84
0.268,-0.491,-0.9,-49.07,-51.52,-43.19
0.224,-0.484,-0.955,-47.39,-46.48,-53.27
0.189,-0.487,-1.116,-39.13,-38.01,-62.65
0.152,-0.427,-1.061,-33.46,-28.14,-68.25
0.138,-0.375,-1.051,-34.02,-19.18,-68.74
0.204,-0.363,-1.068,-34.16,-14.28,-68.6
0.209,-0.305,-1.075,-28.35,-11.62,-62.51
0.201,-0.223,-1.045,-29.47,-11.69,-54.25
0.242,-0.261,-1.015,-32.41,-13.72,-49.98
0.232,-0.268,-0.998,-32.06,-17.99,-43.96
0.262,-0.271,-1.007,-32.06,-21.35,-42.49
0.206,-0.29,-1.036,-35.98,-20.3,-44.52
0.181,-0.306,-1.061,-33.04,-16.73,-47.11
0.139,-0.289,-1.076,-31.85,-11.27,-48.37
0.147,-0.262,-1.085,-30.59,-4.97,-49.07
0.125,-0.262,-1.073,-28.7,0.14,-47.39
0.148,-0.231,-1.041,-26.81,4.27,-44.24
0.172,-0.225,-1.01,-25.83,4.62,-41.79
0.197,-0.203,-0.976,-24.92,4.27,-37.8
0.212,-0.201,-0.944,-22.54,3.15,-32.9
0.224,-0.197,-0.931,-19.74,3.01,-27.09
0.217,-0.193,-0.914,-15.26,4.34,-20.37
0.223,-0.234,-0.895,-10.5,5.11,-13.37
0.259,-0.316,-0.886,-4.55,3.85,-12.11
