aX,aY,aZ,gX,gY,gZ
0.62,-0.915,1.342,-118.58,114.66,99.54
0.605,-0.968,1.314,-106.26,103.32,87.08
0.581,-0.989,1.35,-98.49,92.61,75.53
0.569,-0.908,1.33,-92.33,83.37,69.37
0.546,-0.855,1.311,-85.82,74.13,64.75
0.535,-0.794,1.296,-82.67,63.84,61.18
0.54,-0.728,1.229,-80.71,55.72,60.2
0.567,-0.669,1.151,-75.88,52.08,62.44
0.614,-0.653,1.143,-74.13,50.19,65.52
0.662,-0.669,1.146,-70.77,49.49,67.13
0.71,-0.77,1.194,-69.79,48.3,64.12
0.721,-0.838,1.248,-63.14,42.77,66.85
0.708,-1.069,1.208,-145.46,23.1,51.1
0.724,-0.816,1.401,-102.34,29.61,53.48
0.673,-1.035,1.095,-103.95,27.02,46.83
0.645,-1.012,1.333,-85.89,18.83,39.69
0.659,-1.03,1.134,-71.12,15.68,28.7
0.602,-0.981,1.144,-65.31,9.73,18.76
0.607,-0.873,1.123,-66.85,2.31,13.51
0.567,-0.774,0.9,-54.39,3.36,11.06
0.552,-0.694,0.98,-49.0,-1.61,10.99
0.526,-0.709,0.843,-50.33,-3.64,6.93
0.521,-0.644,0.811,-49.84,-6.44,5.25
0.513,-0.622,0.695,-45.43,-3.71,3.64
0.5,-0.603,0.707,-48.23,-2.17,3.78
0.488,-0.551,0.646,-46.13,1.61,6.79
0.472,-0.544,0.636,-41.09,5.25,9.45
0.46,-0.528,0.641,-38.15,7.7,12.46
0.635,-1.043,0.959,106.05,-2.52,-14.98
0.608,-1.066,0.965,114.87,-3.78,-21.07
0.612,-1.03,1.031,114.03,-9.1,-24.22
0.59,-1.006,0.967,100.94,-9.94,-29.33
0.569,-0.929,0.998,96.25,-12.46,-33.11
0.541,-0.848,0.933,112.35,-7.98,-36.54
0.49,-0.794,1.068,115.71,-14.84,-38.5
0.458,-0.688,1.079,104.65,-24.08,-35.56
0.436,-0.614,1.032,108.5,-31.01,-32.27
0.436,-0.569,1.038,103.81,-39.9,-28.42
0.469,-0.554,0.941,102.13,-43.68,-23.38
0.5,-0.594,0.934,105.07,-44.24,-19.53
0.553,-0.698,1.009,107.1,-46.41,-20.16
0.584,-0.783,1.221,110.74,-50.61,-22.19
0.602,-0.85,1.235,109.69,-57.75,-27.16
0.643,-0.904,1.284,108.01,-69.3,-33.67
0.639,-0.935,1.326,107.8,-79.31,-38.29
0.649,-0.943,1.3,111.16,-84.63,-43.68
0.671,-0.957,1.328,116.2,-87.85,-48.51
0.668,-0.98,1.402,122.78,-91.84,-54.18
0.658,-1.008,1.459,128.17,-95.41,-60.34
0.665,-1.004,1.494,136.85,-97.72,-68.25
0.639,-1.003,1.602,143.78,-105.7,-74.34
0.578,-1.019,1.689,144.76,-121.24,-82.46
0.53,-1.014,1.695,140.77,-138.81,-91.56
0.485,-0.938,1.625,137.34,-154.77,-96.74
0.442,-0.891,1.509,140.7,-165.27,-100.1
0.409,-0.859,1.415,149.94,-168.91,-101.15
0.362,-0.874,1.459,158.2,-175.28,-102.62
0.297,-0.893,1.52,163.45,-187.39,-105.35
0.231,-0.9,1.428,172.27,-200.69,-110.32
0.212,-0.87,1.328,180.18,-206.99,-115.85
0.162,-0.816,1.259,182.98,-214.13,-119.98
0.102,-0.704,1.176,182.0,-221.55,-120.26
0.062,-0.59,1.151,178.78,-231.91,-117.53
0.003,-0.536,1.052,170.73,-242.76,-115.57
-0.028,-0.502,0.922,161.14,-249.62,-113.26
-0.041,-0.444,0.824,158.97,-254.24,-110.39
-0.077,-0.442,0.711,154.84,-258.65,-110.95
-0.072,-0.397,0.481,157.5,-254.03,-111.09
-0.053,-0.331,0.379,163.24,-246.61,-110.81
-0.076,-0.307,0.293,163.03,-241.85,-112.07
-0.07,-0.239,0.138,165.34,-232.75,-111.02
-0.032,-0.157,0.094,171.08,-222.88,-106.96
-0.027,-0.11,0.154,176.75,-218.47,-101.22
-0.038,-0.086,0.227,161.63,-223.09,-94.29
-0.036,-0.124,0.122,175.98,-228.34,-93.24
0.003,-0.099,-0.01,171.15,-229.39,-91.98
0.043,-0.073,-0.138,170.45,-228.06,-90.16
0.076,-0.059,-0.244,170.8,-222.46,-88.2
0.1,-0.036,-0.29,172.41,-218.05,-84.84
0.095,0.032,-0.303,169.96,-223.44,-79.24
0.149,0.068,-0.452,161.35,-226.03,-75.95
0.193,0.056,-0.598,151.06,-223.3,-75.6
0.242,0.073,-0.701,142.38,-218.05,-75.32
0.246,0.075,-0.809,136.85,-210.98,-75.32
0.262,0.102,-1.032,132.79,-191.03,-74.27
0.341,0.214,-0.801,136.5,-182.21,-69.44
0.379,0.167,-0.814,126.42,-177.59,-71.4
0.412,0.188,-0.875,122.64,-166.6,-72.1
0.418,0.201,-0.774,118.65,-160.86,-71.68
0.438,0.272,-0.761,118.72,-154.07,-68.25
0.427,0.276,-0.659,117.04,-151.48,-65.52
0.416,0.256,-0.538,109.62,-154.35,-65.03
0.381,0.251,-0.489,103.74,-160.02,-63.77
0.38,0.259,-0.49,101.78,-164.01,-62.09
0.401,0.179,-0.449,96.53,-176.54,-65.1
0.446,0.111,-0.612,91.07,-177.73,-71.33
0.452,0.101,-0.708,85.82,-178.64,-76.44
0.413,0.09,-0.885,85.26,-175.98,-81.69
0.399,0.129,-1.048,84.63,-169.75,-85.4
0.351,0.136,-1.167,82.46,-166.74,-89.39
0.235,0.106,-1.389,77.07,-165.06,-100.45
0.105,0.16,-1.658,60.76,-166.67,-110.74
-0.078,0.319,-1.975,36.12,-174.09,-116.9
-0.259,0.62,-2.395,-1.96,-180.25,-114.17
-0.319,1.051,-2.954,-38.29,-170.94,-97.72
-0.009,1.522,-3.547,-62.58,-114.73,-64.54
0.285,1.729,-3.769,-83.93,-38.85,-20.86
0.599,1.675,-3.466,-82.46,50.68,21.21
0.739,1.299,-2.924,-63.98,130.97,48.37
0.732,0.742,-2.087,-38.92,189.91,54.11
0.667,0.222,-1.226,-27.51,217.49,43.12
0.567,-0.035,-0.451,7.21,216.58,25.48
0.485,-0.036,0.278,12.25,188.93,10.5
0.506,-0.058,0.821,9.59,138.04,-0.28
0.542,0.075,1.019,-7.7,83.02,-6.37
0.6,0.331,0.944,-22.4,36.4,-7.84
0.665,0.37,0.692,-27.51,6.3,-4.69
0.744,0.444,0.448,-22.12,-9.94,-2.03
0.788,0.461,0.253,-17.08,-19.46,0.21
0.78,0.473,0.083,-10.43,-25.76,1.96
0.738,0.477,-0.096,-3.08,-32.13,2.73
0.707,0.486,-0.3,-1.4,-39.06,2.38
0.676,0.503,-0.541,-4.34,-43.75,1.82
0.669,0.541,-0.797,-6.93,-42.63,3.01
0.675,0.58,-0.995,-8.89,-35.77,6.16
0.689,0.583,-1.151,-9.8,-20.65,9.8
0.712,0.569,-1.169,-10.78,-8.12,12.67
0.724,0.517,-1.106,-13.44,2.8,13.79
0.718,0.477,-1.057,-15.05,12.6,14.28
0.707,0.438,-0.971,-14.63,20.09,13.72
0.7,0.404,-0.911,-16.52,25.2,12.67
0.688,0.402,-0.868,-18.83,28.35,12.32
0.677,0.424,-0.848,-20.02,30.94,12.53
0.66,0.432,-0.842,-22.05,31.85,12.25
0.63,0.452,-0.864,-25.62,32.55,11.76
0.603,0.506,-0.902,-32.55,32.41,12.88
0.576,0.574,-0.991,-36.54,35.07,16.17
0.558,0.616,-1.042,-41.23,38.92,20.23
0.548,0.642,-1.084,-45.92,44.73,24.22
0.534,0.648,-1.107,-51.38,51.17,28.35
0.54,0.65,-1.128,-57.19,58.94,31.78
0.543,0.639,-1.151,-62.23,67.9,34.51
0.545,0.627,-1.139,-67.06,77.98,37.17
0.552,0.616,-1.099,-72.87,87.57,40.39
0.546,0.586,-1.059,-77.35,96.6,43.54
0.532,0.553,-1.015,-80.71,104.93,46.06
0.523,0.514,-0.945,-83.65,112.0,48.3
